RA	DEC	z	ez	zconf	ra	dec	u	g	r	i	zm	mur	gr	r50	rp	rf
3753.51507	46.6579894	0.225045	0.000153039	10.73	250.234328	46.657995	23.236	21.014	19.654	19.143	18.874	021.684	01.384	00.965	19.766	20.269
3753.51594	46.9277381	-0.000109009	9.23974e-05	11.64	250.234387	46.927741	22.056	19.430	18.139	17.551	17.211	019.648	01.313	00.769	18.223	18.583
3753.54495	46.65281	0.22697	0.00016	SDSS	250.236333	46.652798	20.781	18.973	17.548	17.045	16.703	021.111	01.448	01.916	17.704	18.858
3753.5515	46.7349394	0.225137	0.000114579	12.16	250.236765	46.734940	22.928	20.814	19.564	19.129	18.713	022.000	01.275	01.158	19.686	20.331
3753.57424	46.7953797	0.232357	0.000121918	13.45	250.238278	46.795381	22.316	20.013	18.745	18.237	17.955	021.681	01.293	01.455	18.872	19.759
3753.61287	46.7234	0.22244	0.000119483	12.86	250.240874	46.723404	22.562	20.807	19.503	19.013	18.672	021.725	01.328	01.050	19.624	20.190
3753.6275	46.9310494	0.23096	0.000111577	12.65	250.241830	46.931052	20.381	19.484	18.461	18.013	17.724	021.478	01.046	01.493	18.613	19.551
3753.6294	46.37431	0.13685	0.00016	SDSS	250.241945	46.374298	20.547	18.607	17.547	17.117	16.757	021.232	01.081	02.049	17.679	18.867
3753.7052	46.5564003	0.219908	0.000138963	10.55	250.247036	46.556400	22.423	20.760	19.537	19.099	18.855	022.112	01.246	01.213	19.698	20.419
3753.78243	46.5937806	0.225608	0.000112411	15.35	250.252158	46.593778	22.682	20.659	19.240	18.734	18.442	021.392	01.442	01.034	19.324	19.902
3753.80988	46.7523003	0.366739	0.000113379	13.36	250.253980	46.752296	23.464	20.981	19.286	18.729	18.314	022.192	01.720	01.460	19.375	20.274
3753.82618	47.0452386	0.178675	0.000155274	 6.94	250.255075	47.045245	21.586	19.714	18.664	18.089	17.748	022.752	01.072	02.476	18.788	20.240
3753.84	46.69442	0.03079	0.00014	2MASX	250.255991	46.694428	17.743	16.054	15.304	14.949	14.673	020.588	00.774	04.362	15.395	17.583
3753.8927	46.6226006	0.232501	0.000119316	12.78	250.259520	46.622607	22.196	20.408	19.216	18.721	18.494	021.657	01.214	01.179	19.304	19.976
3753.90819	46.6738281	0.226335	0.000122185	13.00	250.260536	46.673833	22.694	19.661	18.375	18.010	17.721	021.293	01.309	01.439	18.508	19.326
3753.92143	46.4786186	0.226242	0.00010544	16.65	250.261441	46.478625	22.397	19.267	17.905	17.354	17.075	021.505	01.384	01.922	18.091	19.259
3753.96269	46.7645683	0.22299	0.000141531	 9.43	250.264189	46.764569	21.527	20.191	19.039	18.560	18.386	022.358	01.176	01.683	19.233	20.274
3754.01588	46.5923194	0.22195	0.000190666	 7.70	250.267737	46.592320	22.670	21.220	19.860	19.361	19.106	022.633	01.382	01.329	20.020	20.807
3754.02018	46.7768289	0.222189	0.00010037	18.58	250.268026	46.776830	21.397	19.571	18.172	17.669	17.328	021.200	01.423	01.552	18.251	19.208
3754.03818	46.7862014	0.219751	0.000106841	15.38	250.269207	46.786194	22.804	20.542	19.266	18.776	18.439	021.650	01.300	01.119	19.411	20.022
3754.08537	46.6882897	0.22287	0.000164481	 8.17	250.272356	46.688291	23.290	21.081	19.932	19.467	19.050	022.678	01.172	01.357	20.020	20.845
3754.13562	46.4855919	0.509789	0.000171052	 8.52	250.275697	46.485586	22.932	21.703	19.985	19.087	18.662	022.732	01.741	01.315	20.142	20.917
3754.13688	46.5597497	0.218571	0.00011021	14.49	250.275796	46.559754	22.646	20.444	19.172	18.729	18.493	021.294	01.295	01.025	19.245	19.824
3754.15407	46.6370583	0.227867	0.000110043	12.34	250.276951	46.637062	22.048	20.426	19.138	18.708	18.321	021.850	01.310	01.316	19.259	20.059
3754.18457	46.7880286	0.22257	9.9569e-05	10.67	250.278987	46.788028	22.931	20.837	19.450	19.007	18.585	021.878	01.411	01.169	19.544	20.191
3754.19056	46.6016389	0.219823	0.000102471	16.57	250.279366	46.601645	22.555	20.256	18.954	18.461	18.179	021.215	01.324	01.059	19.096	19.677
3754.191	46.8101386	0.222013	9.70673e-05	18.72	250.279374	46.810147	21.862	19.167	17.791	17.271	16.926	021.086	01.400	01.693	17.948	18.993
3754.19913	46.9239503	0.186432	0.000197804	 4.43	250.279953	46.923954	23.085	21.145	19.995	19.581	19.257	022.553	01.173	01.242	20.087	20.867
3754.2606	46.67642	0.22404	0.00016	SDSS	250.284059	46.676423	21.211	19.010	17.609	17.101	16.777	021.060	01.423	01.835	17.747	18.859
3754.29357	46.9465103	0.182753	0.000103038	14.59	250.286243	46.946504	22.103	20.180	19.030	18.604	18.260	020.832	01.172	00.876	19.124	19.583
3754.3212	46.73564	0.22474	0.00014	2MASX	250.288085	46.735642	21.094	19.076	17.652	17.101	16.721	021.124	01.447	01.797	17.856	18.960
3754.33944	46.4044686	0.227636	0.000113178	13.11	250.289293	46.404471	22.552	20.819	19.429	18.965	18.714	021.776	01.412	01.112	19.550	20.202
3754.36518	46.6596717	0.263444	0.000119049	14.54	250.291015	46.659679	22.098	20.008	18.505	17.962	17.630	021.338	01.525	01.431	18.565	19.446
3754.3858	46.7318	0.224933	0.000127088	11.29	250.292422	46.731798	22.025	19.945	18.656	18.159	17.761	021.278	01.313	01.266	18.771	19.532
3754.43565	46.769	0.05830	0.00008	SDSS	250.295704	46.769002	19.168	17.888	17.428	17.072	16.873	021.542	00.484	02.522	17.538	19.057
3754.47981	47.0201797	0.320066	0.000148003	10.38	250.298658	47.020180	23.034	20.912	19.435	18.837	18.376	021.808	01.498	01.162	19.487	20.183
3754.48062	46.4092217	0.199742	0.000101404	15.25	250.298726	46.409216	21.741	20.142	18.876	18.434	18.044	021.649	01.287	01.336	19.025	19.824
3754.48407	46.8028717	0.238588	0.000122251	11.08	250.298941	46.802866	22.068	20.295	18.945	18.432	18.051	021.834	01.373	01.422	19.075	19.965
3754.51843	46.3134003	0.177981	9.55663e-05	18.05	250.301237	46.313396	21.472	19.640	18.484	18.040	17.625	021.349	01.176	01.484	18.497	19.373
3754.53687	46.7304992	0.443225	0.00016865	 7.26	250.302468	46.730504	22.400	21.341	19.820	19.254	18.840	022.639	01.544	01.387	19.934	20.758
3754.539	46.7580186	0.219642	0.00011001	14.54	250.302594	46.758025	21.998	20.003	18.695	18.195	17.836	021.667	01.332	01.485	18.813	19.727
3754.55787	46.9849206	0.22762	0.000116214	12.43	250.303839	46.984912	22.227	20.426	19.361	19.002	18.433	021.684	01.087	01.183	19.324	19.916
3754.56435	46.31508	0.17761	0.00017	2MASX	250.304287	46.315091	20.345	18.347	17.113	16.644	16.301	020.456	01.254	01.721	17.282	18.342
3754.59695	46.7010003	0.225831	0.000105573	15.98	250.306485	46.701001	21.829	19.437	18.050	17.567	17.238	021.366	01.410	01.756	18.148	19.222
3754.64055	46.83675	0.22521	0.00015	SDSS	250.309366	46.836738	20.677	18.914	17.573	17.091	16.776	020.865	01.365	01.692	17.728	18.785
3754.65919	46.8397103	0.226459	0.000148636	 9.76	250.310618	46.839713	24.878	21.106	19.808	19.350	19.046	021.813	01.321	00.959	19.909	20.462
3754.68582	47.0191803	0.222833	0.000108542	13.54	250.312385	47.019186	21.640	20.292	18.987	18.496	18.211	021.262	01.325	01.067	19.126	19.736
3754.71756	46.6202011	0.228115	0.000106807	16.77	250.314515	46.620209	20.874	19.174	17.804	17.297	16.965	020.998	01.392	01.652	17.913	18.928
3754.76043	46.3211097	0.401469	0.000148303	10.00	250.317349	46.321106	24.950	21.007	19.425	18.867	18.517	022.172	01.602	01.348	19.529	20.367
3754.84976	46.7952194	0.231266	9.94023e-05	16.38	250.323306	46.795222	21.911	19.891	18.661	18.264	17.992	021.960	01.253	01.739	18.764	19.825
3754.92957	46.5930711	0.22643	0.000141565	11.72	250.328628	46.593076	22.544	20.277	18.947	18.433	18.043	021.475	01.352	01.207	19.071	19.775
3754.96344	46.4981803	0.190948	7.60194e-05	10.92	250.330904	46.498179	20.982	19.277	18.154	17.708	17.427	021.048	01.145	01.413	18.302	19.162
3754.96518	46.7133903	0.222626	9.33981e-05	19.59	250.331011	46.713392	22.454	20.240	18.924	18.455	18.151	021.110	01.338	01.042	19.026	19.613
3755.11838	46.9094581	0.189898	0.000115413	12.81	250.341233	46.909458	22.939	20.627	19.439	18.928	18.747	021.570	01.210	01.018	19.536	20.114
3755.14815	46.51089	0.08200	0.00008	SDSS	250.343225	46.510903	20.086	18.429	17.595	17.118	16.800	020.667	00.856	01.505	17.784	18.722
3755.16732	46.5564003	0.372018	0.000112912	10.85	250.344490	46.556401	22.234	20.968	19.668	19.173	18.877	021.853	01.322	01.030	19.794	20.369
3755.19087	46.7756692	0.222182	0.000109976	16.55	250.346068	46.775668	20.928	19.377	18.007	17.460	16.985	021.456	01.393	01.793	18.193	19.231
3755.235	46.38	0.15177	0.00018	SDSS	250.349026	46.379997	19.202	18.235	17.612	17.232	17.025	021.747	00.643	02.534	17.733	19.385
3755.30075	46.7618294	0.225736	0.000131158	11.05	250.353371	46.761828	22.308	20.353	18.954	18.455	18.134	020.960	01.422	00.967	19.038	19.596
3755.36726	46.5736389	0.361149	0.000176456	 6.97	250.357799	46.573639	22.805	20.797	19.423	18.793	18.396	022.409	01.395	01.449	19.609	20.493
3755.48657	46.7394906	0.191622	8.80277e-05	19.84	250.365787	46.739486	21.809	20.071	18.818	18.364	18.016	020.846	01.276	00.982	18.890	19.481
3755.49476	46.5342789	0.444343	0.000118182	 8.81	250.366334	46.534276	22.707	24.859	19.011	24.114	17.871	022.466	05.869	01.854	19.130	19.795
3755.52006	46.9654311	0.189922	7.55524e-05	16.62	250.368026	46.965426	21.533	19.823	18.714	18.260	17.994	021.319	01.131	01.253	18.834	19.617
3755.55375	46.91806	0.08271	0.00015	2MASX	250.370247	46.918061	18.139	16.507	15.682	15.286	14.989	020.779	00.847	03.935	15.809	17.767
3755.56038	46.48349	0.227818	0.000169251	 8.78	250.370696	46.483488	22.932	21.011	19.818	19.407	19.071	022.215	01.214	01.169	19.881	20.572
3755.563	46.38052	4.4264e-05	0.000322123	 3.68	250.370849	46.380517	23.885	21.333	19.863	18.713	18.075	021.108	01.490	00.677	19.960	20.256
3755.57501	46.7196197	0.225951	0.000106407	15.56	250.371656	46.719616	22.326	20.358	19.087	18.586	18.380	021.535	01.293	01.178	19.184	19.907
3755.65182	46.76688	0.221703	0.000104606	17.30	250.376806	46.766879	21.469	19.621	18.255	17.776	17.457	020.724	01.389	01.185	18.360	19.101
3755.72175	46.9020194	0.22376	0.00011588	14.13	250.381430	46.902018	22.946	20.658	19.400	18.905	18.752	021.282	01.281	00.921	19.466	19.996
3755.72475	46.5915719	0.262739	0.000145468	 9.62	250.381630	46.591566	21.355	20.128	19.037	18.589	18.231	022.028	01.112	01.494	19.161	20.075
3755.98956	46.6871986	0.226572	0.00015324	10.52	250.399307	46.687199	24.522	21.165	19.893	19.373	18.956	022.088	01.293	01.039	20.010	20.523
3756.03031	46.7791594	0.21884	0.000127488	12.22	250.402010	46.779162	23.317	20.413	19.118	18.591	18.369	021.510	01.318	01.151	19.210	19.918
3756.04185	46.72314	0.08205	0.00015	2MASX	250.402784	46.723143	18.717	17.264	16.549	16.163	15.902	021.039	00.737	02.922	16.716	18.427
3756.04275	46.5210608	0.265929	0.000146602	 8.05	250.402882	46.521062	21.477	20.293	19.199	18.743	18.285	022.287	01.115	01.558	19.329	20.288
3756.30069	46.69841	0.227007	0.000117982	13.48	250.420050	46.698411	23.380	20.490	19.036	18.499	18.248	022.130	01.475	01.624	19.082	20.082
3756.30326	46.7468414	0.225905	0.000109776	15.34	250.420217	46.746838	22.509	20.320	18.900	18.433	18.151	021.233	01.443	01.145	18.944	19.670
3756.31012	46.77734	0.222799	0.000160178	 9.36	250.420670	46.777340	25.195	21.131	19.791	19.306	19.031	021.743	01.363	00.935	19.894	20.407
3756.44832	46.3459397	0.2472	0.000116214	12.58	250.429890	46.345935	21.855	19.621	18.233	17.800	17.347	022.258	01.407	02.451	18.316	19.604
3756.46075	46.6184997	0.223286	0.00012532	11.38	250.430715	46.618502	21.247	19.535	18.437	17.906	17.585	021.590	01.119	01.603	18.570	19.531
3756.60793	46.5774497	0.227041	0.000175989	 7.71	250.440528	46.577454	22.466	20.995	19.683	19.106	18.728	022.025	01.333	01.154	19.719	20.371
3756.647	46.4774283	0.22234	0.000112711	14.50	250.443132	46.477431	21.466	19.286	18.087	17.550	17.228	021.374	01.220	01.682	18.250	19.249
3756.82168	46.6744614	0.230129	0.000118749	12.39	250.454805	46.674457	22.050	20.264	18.978	18.535	18.152	021.793	01.307	01.350	19.146	19.977
3756.9138	46.29333	0.13675	0.00018	2MASX	250.460912	46.293328	20.266	18.309	17.226	16.756	16.423	020.645	01.101	01.807	17.365	18.474
3756.93026	46.7358094	0.224347	0.000134126	11.92	250.462037	46.735808	23.937	20.931	19.640	19.134	18.833	021.600	01.313	00.946	19.726	20.281
3757.06844	46.5453797	0.228896	0.000134026	10.09	250.471236	46.545380	22.697	21.027	19.775	19.268	18.884	021.989	01.272	01.062	19.863	20.460
3757.12595	46.4958114	0.226002	0.000109209	15.15	250.475060	46.495809	22.173	20.251	18.942	18.359	17.979	022.053	01.330	01.625	19.004	19.941
3757.12725	46.7592697	0.222751	0.000159911	 8.67	250.475131	46.759269	22.900	21.044	19.907	19.475	19.195	022.236	01.159	01.100	20.034	20.689
3757.17831	46.4068183	0.228338	0.000114446	15.07	250.478554	46.406817	21.104	19.715	18.511	18.004	17.696	020.964	01.224	01.214	18.548	19.307
3757.20494	46.7583808	0.220099	0.00012065	11.62	250.480324	46.758379	21.517	19.860	18.721	18.264	17.953	020.837	01.161	01.014	18.812	19.417
3757.8808	46.6757697	0.189581	0.000108675	13.68	250.525362	46.675764	22.122	20.240	18.992	18.540	18.210	021.006	01.269	00.964	19.091	19.639
3757.92118	46.6145706	0.288854	0.000127622	12.50	250.528069	46.614569	22.266	21.213	19.685	19.127	18.907	021.577	01.549	00.904	19.801	20.287
3758.2668	46.75542	0.03616	0.00011	2MASX	250.551154	46.755428	18.039	16.532	15.853	15.502	15.247	021.147	00.701	04.406	15.932	18.367
3758.53815	46.48319	0.11370	0.00016	2MASX	250.569197	46.483195	19.258	17.319	16.297	15.847	15.499	020.544	01.042	02.708	16.386	17.828
3758.74555	46.55064	0.261038	0.000191066	 7.94	250.583037	46.550649	21.222	20.131	19.005	18.671	18.245	022.004	01.146	01.511	19.113	20.058
3758.86245	46.64186	0.08208	0.00015	SDSS	250.590819	46.641865	20.013	18.185	17.293	16.924	16.634	019.980	00.912	01.298	17.419	18.229
3758.9915	46.7010994	0.26401	0.000127889	10.22	250.599435	46.701104	26.143	20.833	19.558	19.058	18.684	022.079	01.295	01.186	19.714	20.437
3760.1425	46.5498314	0.329168	0.000124887	12.34	250.676146	46.549827	24.086	20.940	19.297	18.725	18.435	021.979	01.662	01.372	19.297	20.146
